id,data,categoria,descricao,valor
903,2026-10-21,Manutenção e Reparos,Manutenção de elevador,2035.17
904,2026-10-25,Manutenção e Reparos,Manutenção de elevador,2257.05
905,2026-10-23,Manutenção e Reparos,Manutenção de elevador,1712.33
906,2026-10-12,Manutenção e Reparos,Manutenção de elevador,3967.19
907,2026-10-10,Manutenção e Reparos,Hidráulica,4235.45
908,2026-10-20,Manutenção e Reparos,Manutenção de elevador,2724.50
909,2026-10-10,Manutenção e Reparos,Pintura,2855.06
910,2026-10-13,Manutenção e Reparos,Pintura,2714.94
911,2026-10-27,Manutenção e Reparos,Manutenção de elevador,2450.65
912,2026-10-05,Marketing e Vendas,Comissão de OTA,1229.89
913,2026-10-02,Marketing e Vendas,Comissão de OTA,2130.08
914,2026-10-19,Marketing e Vendas,Material promocional,2215.53
915,2026-10-13,Marketing e Vendas,Material promocional,2305.57
916,2026-10-18,Marketing e Vendas,Comissão de OTA,1358.22
917,2026-10-10,Marketing e Vendas,Comissão de OTA,1937.52
918,2026-10-24,Marketing e Vendas,Material promocional,1363.48
919,2026-10-29,Marketing e Vendas,Material promocional,2369.65
920,2026-10-12,Marketing e Vendas,Comissão de OTA,2503.58
921,2026-10-14,Marketing e Vendas,Material promocional,2335.76
922,2026-10-28,Marketing e Vendas,Material promocional,1961.26
923,2026-10-05,Marketing e Vendas,Comissão de OTA,2489.96
924,2026-10-06,Marketing e Vendas,Comissão de OTA,873.30
925,2026-10-20,Marketing e Vendas,Mídia paga,2348.79
926,2026-10-22,Impostos e Taxas,ISS,7434.30
927,2026-10-09,Impostos e Taxas,ISS,6776.03
928,2026-10-07,Impostos e Taxas,Taxa de bombeiros,3519.70
929,2026-10-31,Impostos e Taxas,IPTU,7942.61
930,2026-10-12,Impostos e Taxas,PIS/COFINS,9460.20
931,2026-10-22,Impostos e Taxas,PIS/COFINS,6658.94
932,2026-10-04,Impostos e Taxas,IPTU,7267.31
933,2026-10-20,Impostos e Taxas,ISS,3638.78
934,2026-10-23,Alimentação e Bebidas,Panificação,3754.52
935,2026-10-09,Alimentação e Bebidas,Bebidas,3154.65
936,2026-10-05,Alimentação e Bebidas,Bebidas,4415.51
937,2026-10-29,Alimentação e Bebidas,Panificação,4545.13
938,2026-10-15,Alimentação e Bebidas,Panificação,2484.56
939,2026-10-12,Alimentação e Bebidas,Bebidas,4063.01
940,2026-10-16,Alimentação e Bebidas,Hortifrúti,4980.21
941,2026-10-06,Alimentação e Bebidas,Hortifrúti,5555.11
942,2026-10-27,Alimentação e Bebidas,Bebidas,2546.43
943,2026-10-28,Alimentação e Bebidas,Carnes e frios,3097.02
944,2026-10-29,Alimentação e Bebidas,Carnes e frios,4896.27
945,2026-10-07,Limpeza e Higiene,Produtos de limpeza,2153.57
946,2026-10-18,Limpeza e Higiene,Amenities,2442.51
947,2026-10-18,Limpeza e Higiene,Enxoval e rouparia,2367.91
948,2026-10-16,Limpeza e Higiene,Enxoval e rouparia,1985.49
949,2026-10-25,Limpeza e Higiene,Produtos de limpeza,2303.09
950,2026-10-12,Limpeza e Higiene,Amenities,1892.98
951,2026-10-08,Limpeza e Higiene,Enxoval e rouparia,2226.86
952,2026-10-05,Outras Despesas,Seguro predial,772.67
953,2026-10-06,Outras Despesas,Internet e telefonia,1220.32
954,2026-10-19,Outras Despesas,Material de escritório,719.85
955,2026-10-22,Outras Despesas,Internet e telefonia,1053.01
956,2026-10-24,Outras Despesas,Material de escritório,622.38
957,2026-10-16,Outras Despesas,Seguro predial,900.66
958,2026-10-02,Outras Despesas,Internet e telefonia,1784.54
959,2026-10-25,Outras Despesas,Seguro predial,1806.30
960,2026-10-08,Outras Despesas,Internet e telefonia,1443.43
961,2026-10-09,Outras Despesas,Seguro predial,1532.47
962,2026-11-22,Folha de Pagamento,Vale-transporte,17145.97
963,2026-11-25,Folha de Pagamento,Encargos sociais,30155.06
964,2026-11-14,Folha de Pagamento,Vale-transporte,19734.56
965,2026-11-06,Folha de Pagamento,Horas extras,35481.30
966,2026-11-18,Folha de Pagamento,Vale-transporte,24184.30
967,2026-11-09,Folha de Pagamento,Horas extras,22667.68
968,2026-11-19,Folha de Pagamento,Horas extras,20308.76
969,2026-11-23,Energia Elétrica,Fatura Copel,4912.75
970,2026-11-06,Energia Elétrica,Demanda contratada,5386.68
971,2026-11-21,Energia Elétrica,Fatura Copel,4608.63
972,2026-11-26,Energia Elétrica,Fatura Copel,4960.58
973,2026-11-27,Energia Elétrica,Fatura Copel,3763.11
974,2026-11-16,Energia Elétrica,Demanda contratada,4767.76
975,2026-11-03,Energia Elétrica,Fatura Copel,2630.91
976,2026-11-09,Energia Elétrica,Fatura Copel,2840.27
977,2026-11-12,Energia Elétrica,Fatura Copel,3580.10
978,2026-11-20,Energia Elétrica,Fatura Copel,3333.14
979,2026-11-24,Energia Elétrica,Demanda contratada,4176.48
980,2026-11-30,Energia Elétrica,Demanda contratada,4758.80
981,2026-11-20,Água e Esgoto,Fatura Sanepar,1163.98
982,2026-11-22,Água e Esgoto,Fatura Sanepar,2166.03
983,2026-11-12,Água e Esgoto,Fatura Sanepar,825.05
984,2026-11-21,Água e Esgoto,Fatura Sanepar,1884.95
985,2026-11-06,Água e Esgoto,Fatura Sanepar,999.40
986,2026-11-09,Água e Esgoto,Fatura Sanepar,1471.67
987,2026-11-12,Água e Esgoto,Fatura Sanepar,755.85
988,2026-11-13,Água e Esgoto,Fatura Sanepar,1998.84
989,2026-11-17,Água e Esgoto,Fatura Sanepar,2117.53
990,2026-11-24,Água e Esgoto,Fatura Sanepar,1506.87
991,2026-11-30,Água e Esgoto,Fatura Sanepar,1028.23
992,2026-11-18,Água e Esgoto,Fatura Sanepar,1900.26
993,2026-11-24,Água e Esgoto,Fatura Sanepar,1495.61
994,2026-11-12,Água e Esgoto,Fatura Sanepar,1773.71
995,2026-11-17,Gás,Gás da cozinha,1412.23
996,2026-11-29,Gás,Gás da cozinha,1337.08
997,2026-11-23,Gás,Gás da cozinha,746.45
998,2026-11-13,Gás,Gás da cozinha,998.48
999,2026-11-25,Gás,Recarga de GLP,1488.37
1000,2026-11-25,Gás,Gás da cozinha,1565.87
1001,2026-11-25,Gás,Gás da cozinha,1483.83
1002,2026-11-22,Gás,Gás da cozinha,1242.43
1003,2026-11-29,Gás,Recarga de GLP,912.65
1004,2026-11-08,Manutenção e Reparos,Hidráulica,1685.42
1005,2026-11-03,Manutenção e Reparos,Pintura,3366.54
1006,2026-11-22,Manutenção e Reparos,Hidráulica,4437.19
1007,2026-11-03,Manutenção e Reparos,Ar-condicionado,3494.98
1008,2026-11-16,Manutenção e Reparos,Hidráulica,2167.61
1009,2026-11-12,Manutenção e Reparos,Ar-condicionado,2422.41
1010,2026-11-29,Manutenção e Reparos,Hidráulica,4322.11
1011,2026-11-06,Manutenção e Reparos,Ar-condicionado,3018.63
1012,2026-11-16,Manutenção e Reparos,Ar-condicionado,1513.68
1013,2026-11-08,Manutenção e Reparos,Ar-condicionado,3956.05
1014,2026-11-01,Marketing e Vendas,Material promocional,2255.21
1015,2026-11-02,Marketing e Vendas,Mídia paga,4128.55
1016,2026-11-12,Marketing e Vendas,Material promocional,4132.86
1017,2026-11-11,Marketing e Vendas,Mídia paga,2647.42
1018,2026-11-29,Marketing e Vendas,Material promocional,3955.36
1019,2026-11-28,Marketing e Vendas,Mídia paga,1917.09
1020,2026-11-16,Marketing e Vendas,Comissão de OTA,1789.08
1021,2026-11-25,Marketing e Vendas,Material promocional,4502.27
1022,2026-11-09,Marketing e Vendas,Mídia paga,3070.00
1023,2026-11-04,Impostos e Taxas,Taxa de bombeiros,3863.70
1024,2026-11-11,Impostos e Taxas,ISS,9058.93
1025,2026-11-01,Impostos e Taxas,PIS/COFINS,6821.16
1026,2026-11-13,Impostos e Taxas,ISS,7256.57
1027,2026-11-11,Impostos e Taxas,IPTU,6989.58
1028,2026-11-20,Impostos e Taxas,IPTU,6231.28
1029,2026-11-06,Impostos e Taxas,IPTU,8271.53
1030,2026-11-08,Impostos e Taxas,IPTU,4704.92
1031,2026-11-04,Alimentação e Bebidas,Bebidas,3091.07
1032,2026-11-26,Alimentação e Bebidas,Carnes e frios,3565.29
1033,2026-11-18,Alimentação e Bebidas,Panificação,2536.37
1034,2026-11-28,Alimentação e Bebidas,Panificação,4286.16
1035,2026-11-07,Alimentação e Bebidas,Carnes e frios,3113.87
1036,2026-11-26,Alimentação e Bebidas,Carnes e frios,4834.51
1037,2026-11-16,Alimentação e Bebidas,Hortifrúti,2783.03
1038,2026-11-06,Alimentação e Bebidas,Panificação,2426.99
1039,2026-11-16,Alimentação e Bebidas,Carnes e frios,2252.96
1040,2026-11-29,Alimentação e Bebidas,Bebidas,3840.59
1041,2026-11-26,Alimentação e Bebidas,Panificação,2600.75
1042,2026-11-14,Limpeza e Higiene,Produtos de limpeza,1539.22
1043,2026-11-12,Limpeza e Higiene,Enxoval e rouparia,620.57
1044,2026-11-20,Limpeza e Higiene,Produtos de limpeza,678.66
1045,2026-11-19,Limpeza e Higiene,Enxoval e rouparia,751.58
1046,2026-11-21,Limpeza e Higiene,Enxoval e rouparia,810.64
1047,2026-11-18,Limpeza e Higiene,Produtos de limpeza,854.63
1048,2026-11-25,Limpeza e Higiene,Amenities,1517.09
1049,2026-11-12,Limpeza e Higiene,Amenities,675.63
1050,2026-11-22,Limpeza e Higiene,Enxoval e rouparia,1410.16
1051,2026-11-16,Limpeza e Higiene,Enxoval e rouparia,860.84
1052,2026-11-15,Limpeza e Higiene,Produtos de limpeza,974.75
1053,2026-11-13,Limpeza e Higiene,Enxoval e rouparia,1198.17
1054,2026-11-10,Limpeza e Higiene,Amenities,1484.28
1055,2026-11-21,Limpeza e Higiene,Produtos de limpeza,956.43
1056,2026-11-29,Outras Despesas,Seguro predial,955.38
1057,2026-11-25,Outras Despesas,Seguro predial,1152.81
1058,2026-11-24,Outras Despesas,Material de escritório,937.71
1059,2026-11-17,Outras Despesas,Seguro predial,1458.30
1060,2026-11-14,Outras Despesas,Internet e telefonia,600.20
1061,2026-11-06,Outras Despesas,Internet e telefonia,874.34
1062,2026-11-05,Outras Despesas,Material de escritório,843.10
1063,2026-11-08,Outras Despesas,Material de escritório,1194.99
1064,2026-11-09,Outras Despesas,Material de escritório,1254.50
1065,2026-11-23,Outras Despesas,Material de escritório,1145.63
1066,2026-11-03,Outras Despesas,Internet e telefonia,928.06
1067,2026-12-22,Folha de Pagamento,Encargos sociais,26362.80
1068,2026-12-04,Folha de Pagamento,Encargos sociais,12089.30
1069,2026-12-21,Folha de Pagamento,Vale-transporte,22545.20
1070,2026-12-11,Folha de Pagamento,Salários,22847.84
1071,2026-12-06,Folha de Pagamento,Horas extras,19265.82
1072,2026-12-19,Folha de Pagamento,Salários,11419.87
1073,2026-12-13,Folha de Pagamento,Encargos sociais,18011.20
1074,2026-12-01,Folha de Pagamento,Salários,14662.81
1075,2026-12-19,Folha de Pagamento,Vale-transporte,15793.77
1076,2026-12-23,Folha de Pagamento,Encargos sociais,10133.98
1077,2026-12-12,Energia Elétrica,Fatura Copel,3821.49
1078,2026-12-23,Energia Elétrica,Fatura Copel,5103.60
1079,2026-12-05,Energia Elétrica,Demanda contratada,6053.08
1080,2026-12-08,Energia Elétrica,Demanda contratada,4279.32
1081,2026-12-18,Energia Elétrica,Demanda contratada,7501.12
1082,2026-12-26,Energia Elétrica,Demanda contratada,6428.81
1083,2026-12-24,Energia Elétrica,Fatura Copel,2858.52
1084,2026-12-27,Água e Esgoto,Fatura Sanepar,1105.11
1085,2026-12-03,Água e Esgoto,Fatura Sanepar,817.38
1086,2026-12-15,Água e Esgoto,Fatura Sanepar,1801.14
1087,2026-12-27,Água e Esgoto,Fatura Sanepar,1268.83
1088,2026-12-18,Água e Esgoto,Fatura Sanepar,1207.27
1089,2026-12-15,Água e Esgoto,Fatura Sanepar,1023.40
1090,2026-12-25,Água e Esgoto,Fatura Sanepar,1541.50
1091,2026-12-24,Água e Esgoto,Fatura Sanepar,888.27
1092,2026-12-29,Água e Esgoto,Fatura Sanepar,884.21
1093,2026-12-20,Água e Esgoto,Fatura Sanepar,1091.59
1094,2026-12-25,Água e Esgoto,Fatura Sanepar,1587.04
1095,2026-12-11,Água e Esgoto,Fatura Sanepar,998.43
1096,2026-12-04,Gás,Gás da cozinha,1101.56
1097,2026-12-07,Gás,Recarga de GLP,576.12
1098,2026-12-02,Gás,Gás da cozinha,988.13
1099,2026-12-22,Gás,Gás da cozinha,1057.04
1100,2026-12-17,Gás,Gás da cozinha,546.28
1101,2026-12-02,Gás,Gás da cozinha,654.01
1102,2026-12-08,Gás,Recarga de GLP,759.80
1103,2026-12-01,Gás,Recarga de GLP,686.49
1104,2026-12-21,Gás,Gás da cozinha,497.95
1105,2026-12-30,Gás,Recarga de GLP,967.81
1106,2026-12-15,Gás,Recarga de GLP,454.12
1107,2026-12-12,Gás,Gás da cozinha,1200.73
1108,2026-12-27,Gás,Gás da cozinha,566.74
1109,2026-12-26,Gás,Recarga de GLP,443.68
1110,2026-12-22,Manutenção e Reparos,Ar-condicionado,3211.36
1111,2026-12-19,Manutenção e Reparos,Ar-condicionado,3852.00
1112,2026-12-18,Manutenção e Reparos,Pintura,4164.56
1113,2026-12-24,Manutenção e Reparos,Manutenção de elevador,1803.62
1114,2026-12-25,Manutenção e Reparos,Hidráulica,2234.18
1115,2026-12-22,Manutenção e Reparos,Pintura,3181.60
1116,2026-12-23,Manutenção e Reparos,Pintura,1876.30
1117,2026-12-29,Manutenção e Reparos,Manutenção de elevador,2281.36
1118,2026-12-06,Manutenção e Reparos,Ar-condicionado,2762.94
1119,2026-12-18,Manutenção e Reparos,Pintura,2163.08
1120,2026-12-21,Marketing e Vendas,Mídia paga,2209.27
1121,2026-12-27,Marketing e Vendas,Material promocional,2350.33
1122,2026-12-11,Marketing e Vendas,Material promocional,3063.19
1123,2026-12-08,Marketing e Vendas,Material promocional,2996.87
1124,2026-12-18,Marketing e Vendas,Comissão de OTA,2243.85
1125,2026-12-13,Marketing e Vendas,Material promocional,3198.51
1126,2026-12-30,Marketing e Vendas,Material promocional,2873.72
1127,2026-12-09,Marketing e Vendas,Mídia paga,1949.52
1128,2026-12-27,Impostos e Taxas,IPTU,8053.17
1129,2026-12-30,Impostos e Taxas,PIS/COFINS,2759.35
1130,2026-12-04,Impostos e Taxas,ISS,2949.48
1131,2026-12-15,Impostos e Taxas,IPTU,4327.62
1132,2026-12-05,Impostos e Taxas,PIS/COFINS,2848.20
1133,2026-12-09,Impostos e Taxas,IPTU,3503.47
1134,2026-12-29,Impostos e Taxas,PIS/COFINS,7669.77
1135,2026-12-08,Impostos e Taxas,IPTU,2794.50
1136,2026-12-26,Impostos e Taxas,IPTU,8188.71
1137,2026-12-03,Impostos e Taxas,Taxa de bombeiros,3943.34
1138,2026-12-19,Impostos e Taxas,PIS/COFINS,4495.45
1139,2026-12-24,Impostos e Taxas,ISS,7014.40
1140,2026-12-24,Impostos e Taxas,IPTU,7962.27
1141,2026-12-13,Alimentação e Bebidas,Hortifrúti,3705.24
1142,2026-12-25,Alimentação e Bebidas,Hortifrúti,5245.22
1143,2026-12-30,Alimentação e Bebidas,Bebidas,4509.72
1144,2026-12-12,Alimentação e Bebidas,Panificação,4947.12
1145,2026-12-14,Alimentação e Bebidas,Hortifrúti,2232.14
1146,2026-12-28,Alimentação e Bebidas,Carnes e frios,4282.54
1147,2026-12-24,Alimentação e Bebidas,Hortifrúti,2014.71
1148,2026-12-21,Alimentação e Bebidas,Panificação,4905.23
1149,2026-12-05,Limpeza e Higiene,Amenities,483.26
1150,2026-12-03,Limpeza e Higiene,Amenities,928.62
1151,2026-12-19,Limpeza e Higiene,Enxoval e rouparia,580.05
1152,2026-12-02,Limpeza e Higiene,Enxoval e rouparia,895.11
1153,2026-12-13,Limpeza e Higiene,Amenities,643.65
1154,2026-12-03,Limpeza e Higiene,Amenities,491.59
1155,2026-12-17,Limpeza e Higiene,Amenities,1099.75
1156,2026-12-25,Limpeza e Higiene,Enxoval e rouparia,797.31
1157,2026-12-05,Limpeza e Higiene,Produtos de limpeza,844.40
1158,2026-12-16,Limpeza e Higiene,Enxoval e rouparia,977.91
1159,2026-12-07,Limpeza e Higiene,Amenities,897.19
1160,2026-12-13,Limpeza e Higiene,Enxoval e rouparia,644.80
1161,2026-12-19,Limpeza e Higiene,Produtos de limpeza,705.25
1162,2026-12-18,Limpeza e Higiene,Enxoval e rouparia,798.60
1163,2026-12-20,Outras Despesas,Seguro predial,547.98
1164,2026-12-20,Outras Despesas,Internet e telefonia,419.77
1165,2026-12-15,Outras Despesas,Internet e telefonia,937.55
1166,2026-12-30,Outras Despesas,Internet e telefonia,604.64
1167,2026-12-07,Outras Despesas,Material de escritório,1045.77
1168,2026-12-12,Outras Despesas,Internet e telefonia,432.95
1169,2026-12-25,Outras Despesas,Material de escritório,860.43
1170,2026-12-28,Outras Despesas,Internet e telefonia,678.17
1171,2026-12-04,Outras Despesas,Material de escritório,622.93
1172,2026-12-02,Outras Despesas,Internet e telefonia,602.68
1173,2026-12-31,Outras Despesas,Material de escritório,803.25
1174,2026-12-30,Outras Despesas,Internet e telefonia,384.93
1175,2026-12-28,Outras Despesas,Seguro predial,590.99
1176,2026-12-01,Outras Despesas,Seguro predial,1092.41
